"id";"campaign_id";"coupon_id";"redemption_status";"customer_id";"age_range";"marital_status";"rented";"family_size";"no_of_children";"income_bracket"
84658;29;416;0;1;"70+";"Married";0;2;"";4
84659;8;84;0;571;"56-70";"Married";0;2;"";8
84660;13;578;0;536;"46-55";"Married";0;2;"";11
84661;13;122;0;0;"";"";0;0;"";0
84662;13;166;0;0;"";"";0;0;"";0
84663;8;879;0;0;"";"";0;0;"";0
84670;8;754;0;1381;"70+";"Single";0;2;"";4
84672;26;972;0;1025;"46-55";"Married";0;2;"";5
84673;13;892;0;0;"";"";0;0;"";0
84678;8;622;0;0;"";"";0;0;"";0
84679;13;1027;0;0;"";"";0;0;"";0
84680;8;1048;0;829;"46-55";"";0;1;"";1
84682;26;1020;0;1068;"46-55";"";0;2;"";2
84683;13;482;0;684;"36-45";"";0;2;"";3
84684;8;865;0;0;"";"";0;0;"";0
84685;13;1056;0;0;"";"";0;0;"";0
84686;13;169;0;1376;"70+";"Married";0;2;"";3
84689;8;907;0;1578;"46-55";"Married";0;3;"1";6
84691;8;879;0;0;"";"";0;0;"";0
84693;9;18;0;561;"36-45";"Married";0;2;"";4
84694;26;514;0;1320;"26-35";"";0;1;"";4
84695;9;788;0;466;"36-45";"Married";0;2;"";5
84696;13;147;0;508;"18-25";"";0;2;"";6
84697;13;603;0;0;"";"";0;0;"";0
84699;8;247;0;867;"46-55";"";0;2;"";5
84700;5;689;0;0;"";"";0;0;"";0
84702;12;1075;0;1;"70+";"Married";0;2;"";4
84703;13;1100;0;0;"";"";0;0;"";0
84706;9;468;0;0;"";"";0;0;"";0
84707;8;51;0;0;"";"";0;0;"";0
84709;13;578;0;0;"";"";0;0;"";0
84710;5;934;0;0;"";"";0;0;"";0
84711;30;914;0;232;"70+";"";0;1;"";5
84717;8;1073;0;314;"26-35";"";0;2;"";2
84719;8;733;0;0;"";"";0;0;"";0
84720;30;500;0;0;"";"";0;0;"";0
84723;13;26;0;0;"";"";0;0;"";0
84725;8;81;0;251;"46-55";"Single";1;1;"";3
84727;8;509;0;0;"";"";0;0;"";0
84728;8;757;0;0;"";"";0;0;"";0
84729;13;450;0;1136;"46-55";"Married";0;2;"";6
84730;10;15;0;0;"";"";0;0;"";0
84731;4;459;0;983;"56-70";"Single";0;1;"";4
84735;8;1070;0;0;"";"";0;0;"";0
84737;13;115;0;38;"46-55";"Single";0;2;"";5
84738;13;440;0;0;"";"";0;0;"";0
84739;26;867;0;457;"36-45";"Married";0;4;"2";7
84740;28;492;0;72;"26-35";"Single";0;3;"2";1
84741;8;902;0;1046;"46-55";"Married";0;2;"";6
84743;8;288;0;0;"";"";0;0;"";0
84746;13;154;0;0;"";"";0;0;"";0
84747;4;651;0;38;"46-55";"Single";0;2;"";5
84748;13;1112;0;0;"";"";0;0;"";0
84751;13;420;0;0;"";"";0;0;"";0
84752;8;296;0;1003;"46-55";"";0;1;"";5
84753;11;1099;0;0;"";"";0;0;"";0
84755;13;118;0;1210;"46-55";"Married";0;2;"";5
84756;13;418;0;402;"70+";"Married";0;3;"1";7
84758;8;513;0;399;"46-55";"Married";0;3;"1";4
84759;8;73;0;281;"36-45";"Married";0;3;"1";2
84761;8;283;0;0;"";"";0;0;"";0
84762;8;559;0;574;"36-45";"";0;1;"";4
84763;26;754;0;0;"";"";0;0;"";0
84765;13;885;0;428;"36-45";"";0;1;"";4
84766;30;646;0;0;"";"";0;0;"";0
84767;13;169;0;214;"46-55";"Married";0;2;"";1
84768;30;923;0;1190;"56-70";"Single";0;1;"";6
84769;8;55;0;131;"46-55";"";0;2;"";5
84770;13;160;0;1386;"18-25";"";0;3;"1";5
84772;13;268;0;144;"36-45";"Married";0;2;"";4
84775;13;766;0;894;"18-25";"Single";0;3;"1";5
84780;13;685;0;0;"";"";0;0;"";0
84781;8;544;0;0;"";"";0;0;"";0
84782;8;1000;0;480;"70+";"";0;3;"1";5
84783;9;788;0;686;"26-35";"";0;2;"";4
84784;13;131;0;48;"36-45";"Married";0;2;"";3
84786;8;1048;0;0;"";"";0;0;"";0
84787;2;460;0;1402;"18-25";"Single";0;1;"";12
84790;26;1030;0;0;"";"";0;0;"";0
84795;12;109;0;0;"";"";0;0;"";0
84797;8;700;0;821;"70+";"Married";0;2;"";3
84799;13;165;0;553;"36-45";"Married";0;3;"1";11
84800;11;1012;0;0;"";"";0;0;"";0
84801;26;1039;0;361;"18-25";"";0;1;"";3
84803;8;65;0;0;"";"";0;0;"";0
84804;26;1090;0;400;"46-55";"";0;1;"";5
84805;9;578;0;0;"";"";0;0;"";0
84806;26;776;0;0;"";"";0;0;"";0
84807;8;922;0;347;"26-35";"Single";0;1;"";5
84808;7;986;0;0;"";"";0;0;"";0
84809;10;457;0;1566;"26-35";"";0;2;"";9
84811;13;675;0;0;"";"";0;0;"";0
84812;13;673;0;719;"56-70";"Married";0;2;"";2
84816;30;427;0;0;"";"";0;0;"";0
84817;9;575;0;0;"";"";0;0;"";0
84818;12;108;0;0;"";"";0;0;"";0
84819;13;21;0;1479;"18-25";"";0;1;"";5
84820;7;1050;0;28;"46-55";"";0;2;"";1
84822;27;716;0;195;"26-35";"";0;2;"";5
84825;5;955;0;0;"";"";0;0;"";0
84826;13;277;0;1031;"36-45";"";0;1;"";2
84827;8;12;0;0;"";"";0;0;"";0
84828;13;422;0;1231;"26-35";"Married";0;3;"1";5
84829;8;72;0;613;"46-55";"";0;2;"";5
84830;30;678;0;679;"36-45";"Single";1;2;"";4
84832;7;17;0;0;"";"";0;0;"";0
84833;8;559;0;1;"70+";"Married";0;2;"";4
84834;8;610;0;202;"46-55";"Married";0;2;"";6
84836;11;971;0;192;"36-45";"Married";0;4;"2";4
84837;13;992;0;627;"46-55";"";0;4;"2";4
84840;26;859;0;0;"";"";0;0;"";0
84841;8;56;0;0;"";"";0;0;"";0
84842;13;556;0;1300;"18-25";"";0;1;"";5
84843;8;922;0;0;"";"";0;0;"";0
84845;26;875;0;0;"";"";0;0;"";0
84847;30;965;0;461;"56-70";"";0;3;"1";2
84848;30;343;0;1376;"70+";"Married";0;2;"";3
84850;13;122;0;1083;"26-35";"Married";1;4;"2";2
84851;30;1043;0;103;"46-55";"";0;2;"";4
84852;30;1076;0;58;"26-35";"";0;1;"";4
84854;29;868;0;495;"36-45";"Married";1;2;"";8
84855;13;125;0;142;"46-55";"Married";0;2;"";4
84857;13;865;0;0;"";"";0;0;"";0
84858;8;705;0;473;"46-55";"";0;2;"";4
84859;8;755;0;0;"";"";0;0;"";0
84860;8;884;0;0;"";"";0;0;"";0
84861;8;762;0;901;"26-35";"Married";0;3;"1";2
84863;8;96;0;851;"36-45";"";0;2;"";6
84864;8;885;0;0;"";"";0;0;"";0
84865;30;332;0;103;"46-55";"";0;2;"";4
84870;8;979;0;0;"";"";0;0;"";0
84872;9;18;0;0;"";"";0;0;"";0
84873;8;889;0;1581;"26-35";"";0;3;"1";1
84874;26;569;0;0;"";"";0;0;"";0
84876;8;804;0;382;"46-55";"Married";0;3;"1";2
84877;29;975;0;637;"46-55";"";0;1;"";6
84878;13;1059;0;1082;"56-70";"Single";0;1;"";4
84881;29;448;0;131;"46-55";"";0;2;"";5
84885;13;139;0;0;"";"";0;0;"";0
84886;5;955;0;0;"";"";0;0;"";0
84887;10;15;0;737;"36-45";"Single";0;4;"3+";4
84888;8;970;0;297;"70+";"Single";0;1;"";3
84890;13;132;0;0;"";"";0;0;"";0
84891;13;169;0;495;"36-45";"Married";1;2;"";8
84892;9;870;0;327;"36-45";"Married";0;3;"1";12
84893;8;54;0;242;"46-55";"Married";0;2;"";5
84894;26;666;0;0;"";"";0;0;"";0
84895;26;936;0;0;"";"";0;0;"";0
84896;13;115;0;0;"";"";0;0;"";0
84897;11;1044;0;0;"";"";0;0;"";0
84898;8;1073;0;0;"";"";0;0;"";0
84902;12;470;0;536;"46-55";"Married";0;2;"";11
84903;29;787;0;0;"";"";0;0;"";0
84906;13;112;0;0;"";"";0;0;"";0
84909;30;391;0;0;"";"";0;0;"";0
84910;13;25;0;0;"";"";0;0;"";0
84911;13;158;0;0;"";"";0;0;"";0
84913;26;1087;0;0;"";"";0;0;"";0
84919;13;815;0;964;"46-55";"";0;1;"";5
84921;10;280;0;0;"";"";0;0;"";0
84922;10;934;0;0;"";"";0;0;"";0
84923;8;64;0;0;"";"";0;0;"";0
84924;13;485;0;0;"";"";0;0;"";0
84925;13;617;0;0;"";"";0;0;"";0
84927;5;431;0;967;"36-45";"";0;1;"";5
84932;8;964;0;163;"26-35";"";0;3;"2";3
84933;13;1028;0;0;"";"";0;0;"";0
84935;13;617;0;0;"";"";0;0;"";0
84936;13;165;0;138;"36-45";"";0;1;"";5
84937;12;470;0;0;"";"";0;0;"";0
84938;13;1027;0;0;"";"";0;0;"";0
84942;26;820;0;0;"";"";0;0;"";0
84943;13;508;0;0;"";"";0;0;"";0
84944;30;307;0;0;"";"";0;0;"";0
84945;8;772;0;1304;"36-45";"";0;1;"";2
84947;13;171;0;886;"46-55";"Married";0;3;"1";5
84948;11;795;0;1343;"26-35";"";0;2;"1";4
84949;8;554;0;0;"";"";0;0;"";0
84950;13;603;0;30;"70+";"";0;1;"";5
84951;8;47;0;824;"46-55";"Married";0;4;"2";5
84952;30;346;0;0;"";"";0;0;"";0
84953;5;893;0;28;"46-55";"";0;2;"";1
84955;26;316;0;1402;"18-25";"Single";0;1;"";12
84957;26;852;0;0;"";"";0;0;"";0
84959;7;392;0;0;"";"";0;0;"";0
84967;26;985;0;876;"36-45";"Single";0;1;"";9
84968;8;511;0;0;"";"";0;0;"";0
84969;30;990;0;0;"";"";0;0;"";0
84970;13;386;0;0;"";"";0;0;"";0
84971;13;20;0;536;"46-55";"Married";0;2;"";11
84973;4;803;0;0;"";"";0;0;"";0
84974;13;27;0;864;"56-70";"";0;1;"";5
84975;13;982;0;0;"";"";0;0;"";0
84977;27;726;0;1378;"26-35";"";0;4;"2";8
84979;26;315;0;0;"";"";0;0;"";0
84980;8;615;0;1036;"36-45";"";0;2;"";9
84981;30;336;0;0;"";"";0;0;"";0
84982;30;1036;0;0;"";"";0;0;"";0
84983;10;431;0;1263;"46-55";"Married";1;2;"";3
84985;26;322;0;1387;"46-55";"";0;1;"";1
84986;30;1004;0;0;"";"";0;0;"";0
84987;11;759;0;161;"46-55";"";0;1;"";1
84988;5;1105;0;1343;"26-35";"";0;2;"1";4
84989;8;64;0;1431;"46-55";"Married";0;2;"";12
84990;8;942;0;1067;"46-55";"";0;1;"";5
84991;8;1070;0;343;"46-55";"";0;1;"";4
84993;8;447;0;461;"56-70";"";0;3;"1";2
84996;8;473;0;0;"";"";0;0;"";0
84997;13;118;0;0;"";"";0;0;"";0
84998;8;598;0;495;"36-45";"Married";1;2;"";8
85000;13;253;0;0;"";"";0;0;"";0
85001;7;17;0;209;"26-35";"";0;1;"";6
85002;9;635;0;0;"";"";0;0;"";0
85003;30;333;0;293;"56-70";"";0;1;"";4
85005;13;901;0;1055;"26-35";"Married";0;3;"1";4
85006;11;980;0;1574;"36-45";"Married";0;2;"";5
85007;26;429;0;0;"";"";0;0;"";0
85008;13;1065;1;0;"";"";0;0;"";0
85009;13;786;0;1231;"26-35";"Married";0;3;"1";5
85011;12;107;0;553;"36-45";"Married";0;3;"1";11
85015;13;150;0;1064;"36-45";"Married";0;2;"";9
85016;13;516;0;1523;"70+";"Married";0;2;"";1
85017;13;130;0;0;"";"";0;0;"";0
85019;30;381;0;0;"";"";0;0;"";0
85021;13;617;0;817;"56-70";"Married";0;2;"";4
85023;13;165;0;744;"70+";"";0;1;"";4
85024;7;392;0;665;"26-35";"Single";0;1;"";7
85025;8;906;0;962;"26-35";"Married";1;3;"1";6
85026;30;773;0;0;"";"";0;0;"";0
85028;13;450;0;602;"18-25";"Married";0;2;"";11
85029;26;369;0;207;"46-55";"";0;1;"";5
85030;3;718;0;444;"46-55";"";0;2;"";2
85032;8;805;0;1103;"26-35";"Married";0;2;"";4
85033;8;470;0;0;"";"";0;0;"";0
85035;8;550;0;0;"";"";0;0;"";0
85036;8;1070;0;0;"";"";0;0;"";0
85038;8;100;0;877;"46-55";"Married";0;2;"";5
85041;30;1051;0;1387;"46-55";"";0;1;"";1
85042;13;1114;0;1122;"70+";"Married";0;2;"";4
85043;11;910;0;0;"";"";0;0;"";0
85044;12;783;0;0;"";"";0;0;"";0
85045;8;60;0;189;"26-35";"Married";0;4;"2";5
85046;12;819;0;0;"";"";0;0;"";0
85047;30;1036;0;393;"46-55";"";0;1;"";5
85049;9;578;0;637;"46-55";"";0;1;"";6
85050;13;617;0;1152;"46-55";"";0;3;"1";10
85052;7;641;0;1464;"18-25";"";0;1;"";1
85053;29;621;0;7;"26-35";"";0;3;"1";3
85054;13;1045;0;0;"";"";0;0;"";0
85057;8;624;0;0;"";"";0;0;"";0
85058;8;63;0;1473;"36-45";"";0;1;"";5
85060;5;663;0;0;"";"";0;0;"";0
85062;10;279;0;0;"";"";0;0;"";0
85063;8;915;0;338;"46-55";"";0;1;"";5
85064;13;901;0;0;"";"";0;0;"";0
85066;13;517;0;1566;"26-35";"";0;2;"";9
85069;30;308;0;0;"";"";0;0;"";0
85070;30;1071;0;124;"46-55";"Married";0;2;"";6
85071;26;979;0;0;"";"";0;0;"";0
85072;13;420;0;0;"";"";0;0;"";0
85074;13;132;0;1305;"46-55";"";0;1;"";5
85075;13;675;0;892;"46-55";"";0;1;"";2
85077;1;1026;0;0;"";"";0;0;"";0
85080;13;413;0;978;"26-35";"Married";1;4;"2";7
85081;13;919;0;314;"26-35";"";0;2;"";2
85082;8;449;0;0;"";"";0;0;"";0
85084;10;689;0;461;"56-70";"";0;3;"1";2
85085;30;342;0;0;"";"";0;0;"";0
85088;30;359;0;0;"";"";0;0;"";0
85091;26;349;0;766;"36-45";"Married";0;2;"";9
85094;13;892;0;958;"36-45";"Single";0;1;"";8
85095;13;152;0;455;"46-55";"Single";0;2;"";5
85097;8;567;0;0;"";"";0;0;"";0
85098;11;910;0;703;"46-55";"Married";0;2;"";6
85099;13;142;0;313;"46-55";"";0;1;"";4
85100;11;669;0;0;"";"";0;0;"";0
85101;9;989;0;1239;"36-45";"Single";1;1;"";6
85102;26;930;0;510;"26-35";"";0;2;"1";1
85104;13;844;0;185;"46-55";"Single";0;1;"";7
85105;13;113;0;565;"26-35";"";0;3;"1";9
85106;13;129;0;0;"";"";0;0;"";0
85107;30;924;0;384;"36-45";"Single";0;1;"";3
85108;12;470;0;520;"36-45";"Married";0;2;"";6
85111;13;751;0;262;"26-35";"Married";0;2;"";3
85113;29;868;0;0;"";"";0;0;"";0
85115;10;457;0;0;"";"";0;0;"";0
85117;13;719;0;0;"";"";0;0;"";0
85118;8;793;0;12;"46-55";"Married";0;2;"";7
85120;13;723;0;195;"26-35";"";0;2;"";5
85127;29;750;0;0;"";"";0;0;"";0
85129;13;885;0;742;"46-55";"";0;2;"";2
85130;8;762;0;128;"36-45";"Married";0;3;"1";1
85132;2;1107;0;679;"36-45";"Single";1;2;"";4
85135;13;156;0;947;"46-55";"Married";0;2;"";5
85136;8;83;0;1412;"46-55";"";0;1;"";5
85137;13;1056;0;0;"";"";0;0;"";0
85138;13;850;0;0;"";"";0;0;"";0
85139;13;454;0;0;"";"";0;0;"";0
85141;13;530;0;0;"";"";0;0;"";0
85143;13;171;0;0;"";"";0;0;"";0
85144;8;964;0;488;"36-45";"Married";1;2;"";6
85146;12;470;0;0;"";"";0;0;"";0
85147;8;95;0;197;"18-25";"";0;4;"2";4
85148;13;601;0;0;"";"";0;0;"";0
85149;30;665;0;0;"";"";0;0;"";0
85155;11;910;0;0;"";"";0;0;"";0
85157;13;143;0;0;"";"";0;0;"";0
85158;26;492;0;1450;"36-45";"Single";1;1;"";4
85159;13;667;0;74;"26-35";"Married";0;2;"";2
85161;9;989;0;384;"36-45";"Single";0;1;"";3
85163;30;1110;0;1384;"56-70";"Single";0;1;"";3
85164;29;643;0;1055;"26-35";"Married";0;3;"1";4
85165;8;87;0;579;"26-35";"Married";0;2;"";8
85167;9;18;0;0;"";"";0;0;"";0
85169;13;995;0;0;"";"";0;0;"";0
85170;10;996;0;0;"";"";0;0;"";0
85173;13;118;0;762;"46-55";"";1;1;"";4
85176;8;58;0;1432;"26-35";"Single";0;1;"";4
85178;13;758;0;0;"";"";0;0;"";0
85179;13;719;0;0;"";"";0;0;"";0
85181;26;521;0;158;"36-45";"Married";0;4;"2";8
85182;26;471;0;0;"";"";0;0;"";0
85184;13;149;0;490;"36-45";"";0;1;"";5
85188;13;675;0;92;"46-55";"Married";0;2;"";1
85189;26;2;0;0;"";"";0;0;"";0
85190;8;928;0;0;"";"";0;0;"";0
85191;8;754;0;686;"26-35";"";0;2;"";4
85197;8;672;0;561;"36-45";"Married";0;2;"";4
85199;8;296;0;0;"";"";0;0;"";0
85200;8;733;0;0;"";"";0;0;"";0
85201;11;669;0;13;"36-45";"Single";0;1;"";2
85203;29;3;0;0;"";"";0;0;"";0
85204;9;635;0;643;"26-35";"";0;1;"";2
85206;5;1043;0;967;"36-45";"";0;1;"";5
85211;30;923;0;0;"";"";0;0;"";0
85214;13;137;0;0;"";"";0;0;"";0
85216;13;170;0;823;"36-45";"";1;4;"2";2
85217;12;466;0;1318;"46-55";"Married";0;2;"";3
85218;8;93;0;0;"";"";0;0;"";0
85219;26;1009;0;178;"36-45";"Single";0;1;"";5
85220;13;644;0;0;"";"";0;0;"";0
85222;13;406;0;0;"";"";0;0;"";0
85223;10;15;0;0;"";"";0;0;"";0
85225;13;588;0;860;"26-35";"Single";0;1;"";1
85227;26;374;0;801;"26-35";"Single";0;1;"";2
85229;8;67;0;0;"";"";0;0;"";0
85230;8;915;0;0;"";"";0;0;"";0
85231;13;606;0;0;"";"";0;0;"";0
85235;11;1044;0;0;"";"";0;0;"";0
85236;13;127;0;0;"";"";0;0;"";0
85237;13;617;0;320;"56-70";"";0;1;"";5
85238;30;260;0;781;"46-55";"";0;1;"";7
85239;8;740;0;13;"36-45";"Single";0;1;"";2
85240;13;754;1;0;"";"";0;0;"";0
85244;9;705;0;0;"";"";0;0;"";0
85246;26;329;0;189;"26-35";"Married";0;4;"2";5
85247;13;152;0;0;"";"";0;0;"";0
85248;8;89;0;384;"36-45";"Single";0;1;"";3
85251;13;124;0;179;"46-55";"";0;1;"";4
85252;5;431;0;1047;"46-55";"";0;1;"";6
85253;26;985;0;636;"56-70";"Married";0;2;"";3
85254;8;10;0;0;"";"";0;0;"";0
85256;13;758;0;808;"70+";"Married";0;2;"";4
85257;30;333;0;371;"26-35";"";0;1;"";5
85258;8;906;0;0;"";"";0;0;"";0
85260;8;906;0;421;"56-70";"Married";0;2;"";5
85264;13;273;0;740;"46-55";"Married";0;2;"";4
85265;8;102;0;0;"";"";0;0;"";0
85266;13;147;0;0;"";"";0;0;"";0
85269;10;457;0;0;"";"";0;0;"";0
85273;13;625;0;0;"";"";0;0;"";0
85274;8;1081;0;666;"26-35";"";0;1;"";4
85275;13;754;0;231;"46-55";"";0;1;"";5
85276;12;470;0;1412;"46-55";"";0;1;"";5
85277;13;454;0;53;"56-70";"";0;1;"";3
85278;29;943;0;0;"";"";0;0;"";0
85279;13;726;0;107;"18-25";"";0;2;"";2
85280;13;140;0;837;"18-25";"";0;2;"";4
85282;13;485;0;0;"";"";0;0;"";0
85284;11;1044;0;962;"26-35";"Married";1;3;"1";6
85285;8;96;0;0;"";"";0;0;"";0
85286;10;996;0;0;"";"";0;0;"";0
85287;8;97;0;0;"";"";0;0;"";0
85289;13;408;0;0;"";"";0;0;"";0
85291;11;669;0;957;"26-35";"Married";0;2;"";5
85292;13;284;0;0;"";"";0;0;"";0
85293;30;341;0;141;"56-70";"Married";0;2;"";9
85294;30;1001;0;131;"46-55";"";0;2;"";5
85297;13;482;0;223;"70+";"Married";0;2;"";5
85299;13;155;0;0;"";"";0;0;"";0
85300;30;691;0;0;"";"";0;0;"";0
85301;8;656;0;936;"70+";"";0;2;"";4
85302;30;412;0;0;"";"";0;0;"";0
85303;10;732;0;0;"";"";0;0;"";0
85305;13;467;0;808;"70+";"Married";0;2;"";4
85306;26;565;0;0;"";"";0;0;"";0
85308;13;112;0;1296;"26-35";"Single";0;2;"";8
85311;9;19;0;39;"70+";"Married";0;2;"";4
85312;13;21;0;0;"";"";0;0;"";0
85314;11;1044;0;595;"18-25";"";0;2;"";2
85315;13;482;0;0;"";"";0;0;"";0
85316;8;741;0;0;"";"";0;0;"";0
85317;13;172;0;0;"";"";0;0;"";0
85321;26;752;0;636;"56-70";"Married";0;2;"";3
85322;13;165;0;602;"18-25";"Married";0;2;"";11
85323;13;284;0;0;"";"";0;0;"";0
85324;29;1040;0;784;"46-55";"Single";0;2;"";4
85326;8;747;0;0;"";"";0;0;"";0
85327;13;892;0;0;"";"";0;0;"";0
85328;13;157;0;1036;"36-45";"";0;2;"";9
85329;13;153;0;1317;"36-45";"Married";0;2;"";4
85330;8;979;0;353;"36-45";"Single";0;2;"";6
85331;8;430;0;90;"46-55";"";0;2;"";5
85332;13;148;0;0;"";"";0;0;"";0
85333;29;985;0;0;"";"";0;0;"";0
85335;29;896;0;1384;"56-70";"Single";0;1;"";3
85338;8;879;0;612;"18-25";"";0;1;"";1
85339;8;12;0;1056;"36-45";"";0;1;"";2
85343;27;716;0;1192;"70+";"";0;1;"";2
85344;8;102;0;0;"";"";0;0;"";0
85346;8;501;0;400;"46-55";"";0;1;"";5
85348;13;154;0;226;"46-55";"";0;1;"";5
85351;13;726;0;0;"";"";0;0;"";0
85352;8;554;0;0;"";"";0;0;"";0
85353;29;243;0;0;"";"";0;0;"";0
85354;13;143;0;0;"";"";0;0;"";0
85355;27;726;0;0;"";"";0;0;"";0
85358;13;992;0;1534;"36-45";"Married";0;3;"1";5
85360;13;513;0;839;"46-55";"";0;1;"";1
85363;9;19;0;0;"";"";0;0;"";0
85367;13;116;0;0;"";"";0;0;"";0
85368;13;25;0;0;"";"";0;0;"";0
85369;8;12;0;0;"";"";0;0;"";0
85370;13;137;0;1120;"46-55";"";0;2;"";9
85371;8;62;0;0;"";"";0;0;"";0
85374;9;578;0;608;"26-35";"";0;2;"";5
85375;26;710;0;141;"56-70";"Married";0;2;"";9
85376;5;663;0;0;"";"";0;0;"";0
85377;26;695;0;0;"";"";0;0;"";0
85379;26;647;0;0;"";"";0;0;"";0
85385;30;918;0;0;"";"";0;0;"";0
85387;13;940;0;185;"46-55";"Single";0;1;"";7
85390;13;561;0;0;"";"";0;0;"";0
85391;8;95;0;0;"";"";0;0;"";0
85392;8;846;0;0;"";"";0;0;"";0
85394;8;85;0;0;"";"";0;0;"";0
85396;30;370;0;0;"";"";0;0;"";0
85397;13;1045;0;520;"36-45";"Married";0;2;"";6
85398;30;311;0;0;"";"";0;0;"";0
85400;13;516;0;0;"";"";0;0;"";0
85402;13;723;0;0;"";"";0;0;"";0
85403;26;339;0;566;"26-35";"Married";0;4;"2";5
85405;26;930;0;1296;"26-35";"Single";0;2;"";8
85408;10;279;0;1083;"26-35";"Married";1;4;"2";2
85409;29;613;0;0;"";"";0;0;"";0
85411;13;979;0;0;"";"";0;0;"";0
85414;4;651;0;0;"";"";0;0;"";0
85415;26;855;0;1121;"18-25";"Married";0;3;"1";5
85416;2;559;0;1450;"36-45";"Single";1;1;"";4
85418;30;354;0;1328;"56-70";"Married";0;2;"";10
85419;29;1040;0;0;"";"";0;0;"";0
85420;8;102;0;0;"";"";0;0;"";0
85423;5;663;0;627;"46-55";"";0;4;"2";4
85425;26;1020;0;974;"46-55";"";0;1;"";2
85426;13;115;0;613;"46-55";"";0;2;"";5
85429;8;598;0;0;"";"";0;0;"";0
85430;13;139;0;1388;"46-55";"Married";0;2;"";5
85431;7;641;0;0;"";"";0;0;"";0
85432;29;613;0;1467;"36-45";"Married";0;2;"";5
85433;8;75;0;1364;"46-55";"";0;1;"";6
85434;13;1083;0;0;"";"";0;0;"";0
85436;8;58;0;0;"";"";0;0;"";0
85437;26;453;0;0;"";"";0;0;"";0
85438;8;1048;0;0;"";"";0;0;"";0
85439;13;26;0;630;"26-35";"";0;1;"";4
85441;13;891;0;499;"36-45";"Married";1;2;"";5
85443;9;635;0;797;"46-55";"";0;1;"";6
85444;30;528;0;574;"36-45";"";0;1;"";4
85445;13;164;0;0;"";"";0;0;"";0
85446;8;64;0;0;"";"";0;0;"";0
85447;26;471;0;269;"46-55";"";0;1;"";7
85449;26;797;0;0;"";"";0;0;"";0
85455;26;323;0;0;"";"";0;0;"";0
85456;30;686;0;460;"70+";"Married";0;2;"";5
85457;30;470;0;450;"46-55";"Married";0;2;"";5
85460;29;868;0;386;"36-45";"Married";0;4;"2";7
85462;13;625;0;0;"";"";0;0;"";0
85464;26;936;0;1357;"56-70";"Married";0;4;"2";4
85467;29;621;0;398;"36-45";"";0;1;"";2
85468;13;156;0;1062;"46-55";"";0;1;"";3
85471;13;890;1;1347;"36-45";"";0;1;"";4
85472;8;711;0;612;"18-25";"";0;1;"";1
85476;13;125;0;0;"";"";0;0;"";0
85479;26;375;0;0;"";"";0;0;"";0
85480;8;62;0;0;"";"";0;0;"";0
85481;30;439;0;0;"";"";0;0;"";0
85482;13;692;0;957;"26-35";"Married";0;2;"";5
85483;10;662;0;1490;"26-35";"Single";0;1;"";5
85484;12;108;0;0;"";"";0;0;"";0
85485;13;771;0;1449;"46-55";"Single";1;4;"2";3
85489;30;920;0;0;"";"";0;0;"";0
85491;8;430;0;226;"46-55";"";0;1;"";5
85493;30;541;0;0;"";"";0;0;"";0
85494;8;433;0;0;"";"";0;0;"";0
85495;2;583;0;0;"";"";0;0;"";0
85501;8;66;0;163;"26-35";"";0;3;"2";3
85502;13;1027;0;557;"26-35";"";0;3;"2";4
85506;9;607;0;0;"";"";0;0;"";0
85507;8;509;0;686;"26-35";"";0;2;"";4
85508;13;734;0;1167;"46-55";"";0;1;"";5
85511;30;307;0;0;"";"";0;0;"";0
85512;13;515;1;1340;"46-55";"";0;2;"";6
85513;8;902;0;0;"";"";0;0;"";0
85515;8;792;0;0;"";"";0;0;"";0
85516;13;112;0;0;"";"";0;0;"";0
85517;8;806;0;844;"46-55";"";0;4;"2";5
85518;13;1070;0;0;"";"";0;0;"";0
85519;13;944;0;1268;"46-55";"Married";0;2;"";6
85521;30;733;0;0;"";"";0;0;"";0
85525;13;944;0;763;"26-35";"";0;2;"";4
85526;11;1044;0;1152;"46-55";"";0;3;"1";10
85527;13;485;0;214;"46-55";"Married";0;2;"";1
85529;29;3;0;1432;"26-35";"Single";0;1;"";4
85530;8;762;0;0;"";"";0;0;"";0
85532;13;672;0;0;"";"";0;0;"";0
85533;13;1025;0;0;"";"";0;0;"";0
85539;8;705;0;742;"46-55";"";0;2;"";2
85541;30;5;0;1259;"46-55";"Married";0;3;"1";5
85543;4;407;0;0;"";"";0;0;"";0
85544;13;277;0;143;"70+";"";0;1;"";2
85545;13;796;0;0;"";"";0;0;"";0
85546;2;897;0;0;"";"";0;0;"";0
85547;13;786;0;0;"";"";0;0;"";0
85548;11;658;0;0;"";"";0;0;"";0
85551;8;1002;0;0;"";"";0;0;"";0
85552;13;26;0;0;"";"";0;0;"";0
85553;8;755;0;962;"26-35";"Married";1;3;"1";6
85554;13;165;0;982;"46-55";"";1;1;"";2
85555;30;1004;0;0;"";"";0;0;"";0
85557;13;123;0;0;"";"";0;0;"";0
85558;13;556;0;0;"";"";0;0;"";0
85559;13;169;0;1552;"46-55";"Single";0;2;"";3
85562;29;538;0;0;"";"";0;0;"";0
85565;8;911;0;119;"46-55";"";0;1;"";3
85568;8;10;0;829;"46-55";"";0;1;"";1
85570;13;1029;0;0;"";"";0;0;"";0
85571;11;506;0;1477;"46-55";"";0;1;"";5
85573;8;544;0;401;"36-45";"Married";0;3;"1";4
